Textbox135,Textbox137,Textbox139,Textbox141,Textbox143,Textbox145,Textbox147,Textbox283,Textbox467,Textbox459,Textbox465,S_EIT_EFFV,Textbox461,Textbox285,Textbox457,Textbox455,Textbox453,Textbox451,Textbox421,Textbox437,Textbox435,Textbox433,Textbox431,Textbox423,Textbox429,Textbox425,Textbox469,Textbox471,Textbox475,Textbox477,Textbox473,Textbox427,Textbox489,Textbox493,Textbox529,Textbox531,Textbox533,Textbox541,Textbox539,Textbox537,Textbox535,Textbox527,Textbox525,Textbox523,Textbox519,Textbox521,Textbox517,Textbox515,Textbox513,Textbox511,Textbox509,Textbox507,Textbox505,Textbox503,Textbox501,Textbox499,Textbox497,Textbox495,Textbox491,Textbox218,Textbox220,Textbox224,Textbox222,Textbox228,Textbox226,Textbox230,Textbox232
2017,PERRY,500455,MILLER TWP,504003,NEWPORT S D,0,,0.5,,1.1,07/01/2017,0,1.6,0,0,0,,0,,0,0,0,Capital Tax Collection Bureau,506 State Rd,,,Marysville,PA,17053,,(717) 957-7281,,,(717) 957-7295,captax@captax.com,www.captax.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500204,PERRY TAX COLLECTION DISTRICT
2017,DAUPHIN,220693,MILLERSBURG BORO,226103,MILLERSBURG AREA S D,0,,0.5,,0.5,07/01/2008,0,1,0,0,52,01/01/2008,0,,52,12000,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,,,,,,,,,,,,,,,220701,DAUPHIN TAX COLLECTION DISTRICT
2017,PERRY,500483,MILLERSTOWN BORO,503004,GREENWOOD S D,1,,0.5,,1.25,07/01/2016,0,1.75,0,0,0,,0,,0,0,0,Capital Tax Collection Bureau,506 State Rd,,,Marysville,PA,17053,,(717) 957-7281,,,(717) 957-7295,captax@captax.com,www.captax.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500105,PERRY TAX COLLECTION DISTRICT
2017,LANCASTER,361143,MILLERSVILLE BORO,365203,PENN MANOR S D,1,01/01/2012,0.5,01/01/2000,0.5,,0,1,0,0,52,01/01/2008,0,,52,12000,0,Lancaster County Tax Collection Bureau,1845 William Penn Way,,,Lancaster,PA,17601,,(717) 569-4521,,,(717) 569-1623,,www.lctcb.org,BOROUGH OF MILLERSVILLE,100 Municipal Drive,,,MILLERSVILLE,PA,17551,1424,(717) 872-4645,101,,(717) 872-1895,earnold@millersvilleborough.org,http://www.millersvilleborough.org,,,,,,,,,,,,,,,361404,LANCASTER TAX COLLECTION DISTRICT
2017,CENTRE,140603,MILLHEIM BORO,147003,PENNS VALLEY AREA S D,0.5,01/01/2012,0.5,,1.3,07/01/2016,0,1.8,0,0,0,,0,,0,0,0,Centre Tax Agency,243 South Allen Street,PO Box 437,,State College,PA,16804,,(814) 234-7120,,,,,http://www.statecollegepa.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140305,CENTRE TAX COLLECTION DISTRICT
2017,ELK,240275,MILLSTONE TWP,272003,FOREST AREA S D,1,01/01/2014,0.5,01/01/2014,0.5,01/01/2014,0,1,0,0,0,,10,12/05/2012,10,0,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,,,,,,,,,,,,,,,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,270101,FOREST TAX COLLECTION DISTRICT
2017,ALLEGHENY,022073,MILLVALE BORO,028302,SHALER AREA S D,0,,0.5,,0.5,,0,1,0,0,47,01/01/2008,5,,52,12000,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Boro of Millvale,501 Lincoln Avenue,,,MILLVALE,PA,15209,,(412) 821-2777,,,,,,711202,ALLEGHENY NORTH TAX COLLECTION DISTRICT
2017,COLUMBIA,190663,MILLVILLE BORO,195004,MILLVILLE AREA S D,1,08/01/1978,0.5,08/01/1978,1.2,07/01/2016,0,1.7,0,0,52,01/01/2008,0,,52,12000,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,,,,,,,,,,,,,,,190503,COLUMBIA TAX COLLECTION DISTRICT
2017,NORTHUMBERLAND,490453,MILTON BORO,495003,MILTON AREA S D,0.5,,0.5,,1.3,07/01/2016,0,1.8,0,0,52,01/01/2008,0,,52,12000,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,GARY FULLMER,47 BROADWAY,,,MILTON,PA,17847,,(570) 742-8061,,,,,,,,,,,,,,,,,,,,490202,NORTHUMBERLAND TAX COLLECTION DISTRICT
2017,VENANGO,610455,MINERAL TWP,612203,FRANKLIN AREA S D,1,,0.5,,0.5,07/01/1966,0,1,0,0,0,,10,01/01/2013,10,0,1000,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,,,,,,,,,,,,,,,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,610208,VENANGO TAX COLLECTION DISTRICT
2017,SCHUYLKILL,540933,MINERSVILLE BORO,544703,MINERSVILLE AREA S D,0.5,,0.5,,0.5,,0,1,0,0,47,01/01/2008,5,,52,12000,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(800) 360-8989,(610) 588-5765,jhunt@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,540304,SCHUYLKILL TAX COLLECTION DISTRICT
2017,CHESTER,151023,MODENA BORO,151902,COATESVILLE AREA S D,0,,0.5,,0.5,,0,1,0,0,47,01/01/2008,5,07/01/2008,52,12000,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,150204,CHESTER TAX COLLECTION DISTRICT
2017,BERKS,061173,MOHNTON BORO,063003,GOVERNOR MIFFLIN S D,1,,0.5,01/01/2012,0.5,,0,1,0,0,47,01/01/2012,5,01/01/2008,52,12000,0,Berks Earned Income Tax Bureau,1125 Berkshire Blvd,Suite 115,,Wyomissing,PA,19610,,(610) 372-8439,,(855) 372-8439,(610) 372-1102,beitb@berkseit.com,http://berkseit.com,Berks Earned Income Tax Bureau,1125 Berkshire Blvd,Suite 115,,Wyomissing,PA,19610,,(610) 372-8439,,(855) 372-8439,(610) 372-1102,beitb@berkseit.com,http://berkseit.com,Berks County EIT Bureau,1125 Berkshire Blvd,Suite 115,,Wyomissing,PA,19610,,(610) 372-8439,,(855) 372-8439,(610) 372-1102,Berkseit@1usa.com,http://www.berkseit.com,060804,BERKS TAX COLLECTION DISTRICT
2017,BEAVER,041083,MONACA BORO,042003,CENTRAL VALLEY S D,1,,0.5,,0.5,,0,1,0,0,47,01/01/2008,5,,52,12000,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,040602,BEAVER TAX COLLECTION DISTRICT
2017,YORK,671115,MONAGHAN TWP,674603,NORTHERN YORK CO S D,1,01/01/1967,0.5,,0.75,07/01/2016,0,1.25,0,0,0,,0,,0,0,0,York Adams Tax Bureau,1405 North Duke Street,PO Box 15627,,York,PA,17405,,(717) 845-1584,,,(717) 854-6376,,www.yatb.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670705,YORK TAX COLLECTION DISTRICT
2017,WESTMORELAND,650962,MONESSEN CITY,655803,MONESSEN CITY S D,1,,0.5,,0.5,,0,1,0,0,47,01/01/2008,5,,52,12000,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,651101,WESTMORELAND TAX COLLECTION DISTRICT
2017,GREENE,300485,MONONGAHELA  TWP,306503,SOUTHEASTERN GREENE S D,1,,0.5,,0.5,,0,1,0,0,5,01/01/2008,5,07/01/2007,10,0,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,300404,GREENE TAX COLLECTION DISTRICT
2017,WASHINGTON,631202,MONONGAHELA CITY,637002,RINGGOLD S D,1,01/01/2012,0.5,,0.5,,0,1,0,0,5,01/01/2008,5,,10,0,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,631204,WASHINGTON TAX COLLECTION DISTRICT
2017,BRADFORD,080543,MONROE BORO,086503,TOWANDA AREA S D,0,,0.5,,0.74,07/01/2016,0,1.24,0,0,0,,0,,0,0,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,080503,BRADFORD TAX COLLECTION DISTRICT
2017,CLARION,160575,MONROE TWP,161203,CLARION AREA S D,1,01/01/2012,0.5,,0.5,,0,1,0,0,47,01/01/2008,5,07/01/2008,52,12000,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,160203,CLARION TAX COLLECTION DISTRICT
2017,CUMBERLAND,210425,MONROE TWP,211603,CUMBERLAND VALLEY S D,0.5,01/01/2011,0.5,,1.1,01/01/2016,0,1.6,0,0,47,01/01/2008,5,07/01/2007,52,12000,0,Cumberland County Tax Bureau,"21 Waterford Drive, Suite 201",,,Mechanicsburg,PA,17050,,(717) 590-7997,,,(717) 590-7998,,www.cumberlandtax.org,Cumberland County Tax Bureau,"21 Waterford Drive, Suite 201",,,Mechanicsburg,PA,17050,,(717) 590-7997,,,(717) 590-7998,,www.cumberlandtax.org,Cumberland County Tax Bureau,"21 Waterford Drive, Suite 201",,,Mechanicsburg,PA,17050,,(717) 590-7997,,,(717) 590-7998,,www.cumberlandtax.org,210403,CUMBERLAND TAX COLLECTION DISTRICT
2017,BEDFORD,050695,MONROE TWP,053003,EVERETT AREA S D,1,07/01/1975,0.5,07/01/1975,1.1,07/02/2000,0,1.6,0,0,0,,10,01/01/2006,10,0,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,,,,,,,,,,,,,,,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,050304,BEDFORD TAX COLLECTION DISTRICT
2017,JUNIATA,340305,MONROE TWP,343603,JUNIATA COUNTY S D,1,,0.5,,0.5,,0,1,0,0,0,,0,,0,0,0,Capital Tax Collection Bureau,506 State Rd,,,Marysville,PA,17053,,(717) 957-7281,,,(717) 957-7295,captax@captax.com,www.captax.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340109,JUNIATA TAX COLLECTION DISTRICT
2017,CLARION,160575,MONROE TWP,168003,REDBANK VALLEY S D,1,01/01/2012,0.5,,0.5,,0,1,0,0,47,01/01/2008,0,,47,12000,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,,,,,,,,,,,,,,,160606,CLARION TAX COLLECTION DISTRICT
2017,SNYDER,550365,MONROE TWP,557103,SELINSGROVE AREA S D,1,,0.5,,1.6,07/01/2016,0,2.1,0,0,52,01/01/2008,0,,52,12000,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Monroe Township,39 Municipal Drive,,,Selinsgrove,PA,17870,,(570) 743-7057,1,,(570) 743-6879,monroetwp@verizon.net,http://www.monroetwpsnydercopa.com,,,,,,,,,,,,,,,550204,SNYDER TAX COLLECTION DISTRICT
2017,BRADFORD,080575,MONROE TWP,086503,TOWANDA AREA S D,1,01/01/1966,0.5,,0.74,07/01/2016,0,1.24,0,0,0,,0,,0,0,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,080504,BRADFORD TAX COLLECTION DISTRICT
2017,WYOMING,660395,MONROE TWP,667503,TUNKHANNOCK AREA S D,0,,0.5,,0.5,,0,1,0,0,5,01/01/2009,5,07/01/2009,10,0,12000,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 N 7th St,,,Bangor,PA,18013,,(610) 599-3139,,(800) 360-8789,,,,660206,WYOMING TAX COLLECTION DISTRICT
2017,ALLEGHENY,022103,MONROEVILLE BORO,024102,GATEWAY S D,1,01/01/2012,1,01/01/2012,0.5,,0,1.5,0,0,47,01/01/2009,5,01/01/2008,52,12000,12000,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,"Pat Fulkerson, Tax Collector",Municipality of Monroeville,2700 MONROEVILLE BOULEVARD,,MONROEVILLE,PA,15146,,(412) 856-3333,,,(412) 856-1054,,http://www.monroeville.pa.us,Municipal Manager,Municipality of Monroeville,2700 MONROEVILLE BOULEVARD,,MONROEVILLE,PA,15146,,(412) 856-1000,,,(412) 856-1054,,http://www.monroeville.pa.us,720301,ALLEGHENY SOUTHEAST TAX COLLECTION DISTRICT
2017,FRANKLIN,280363,MONT ALTO BORO,289003,WAYNESBORO AREA S D,1,01/01/2007,0.5,,0.5,,0,1,0,0,47,01/01/2011,5,01/01/2016,52,12000,1000,Franklin County Area Tax Bureau,443 Stanley Avenue,,,Chambersburg,PA,17201,,(717) 263-5141,,,,,www.fcatb.org,Franklin County Area Tax Bureau,443 Stanley Avenue,,,Chambersburg,PA,17201,,(717) 263-5141,,,,,www.fcatb.org,Franklin County Area Tax Bureau,443 Stanley Avenue,,,Chambersburg,PA,17201,,(717) 263-5141,,,,,www.fcatb.org,280502,FRANKLIN TAX COLLECTION DISTRICT
2017,LYCOMING,410873,MONTGOMERY BORO,415004,MONTGOMERY AREA S D,0,,0.5,,1.25,07/01/2016,0,1.75,0,0,5,,5,,10,0,0,Municipal and School Earned Income Tax Office,2790 West Fourth Street,,,Williamsport,PA,17701,,(570) 601-3980,,,,,www.wasd.org,Montgomery Borough,35 South Main Street,,,Montgomery,PA,17752,,(570) 547-1671,,,(570) 547-1677,donnajmiller@comcast.net,http://www.montgomeryborough.org,Donna Miller,355 Main Street,,,Montgomery,PA,17752,,(570) 547-1671,,,,,,410403,LYCOMING TAX COLLECTION DISTRICT
2017,MONTGOMERY,460845,MONTGOMERY TWP,465702,NORTH PENN S D,1,,0.5,,0.5,,0,1,0,0,52,01/01/2011,0,,52,12000,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,,,,,,,,,,,,,,,461105,MONTGOMERY TAX COLLECTION DISTRICT
2017,INDIANA,320755,MONTGOMERY TWP,327303,PURCHASE LINE S D,0,,0.5,01/01/1975,0.7,07/01/2016,0,1.2,0,0,5,01/01/1999,5,,10,0,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,PATRICIA GOODLIN,495 HILEMAN ROAD,,,CHERRY TREE,PA,15724,,(814) 743-5236,,,,,,Patricia Goodlin,495 Hileman Road,,,Cherry Tree,PA,15724,,(814) 743-5236,,,,,,320608,INDIANA TAX COLLECTION DISTRICT
2017,FRANKLIN,280395,MONTGOMERY TWP,286003,TUSCARORA S D,0,,0.5,,0.5,,0,1,0,0,0,,0,,0,0,0,Franklin County Area Tax Bureau,443 Stanley Avenue,,,Chambersburg,PA,17201,,(717) 263-5141,,,,,www.fcatb.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280402,FRANKLIN TAX COLLECTION DISTRICT
2017,COLUMBIA,190695,MONTOUR TWP,191203,BLOOMSBURG AREA S D,1,,0.5,,1.06,07/01/2016,0,1.56,0,0,47,01/01/2008,5,07/01/2008,52,12000,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,190306,COLUMBIA TAX COLLECTION DISTRICT
2017,LYCOMING,410903,MONTOURSVILLE BORO,415103,MONTOURSVILLE AREA S D,0.5,01/01/2003,0.5,01/01/2003,1.15,07/01/2016,0,1.65,0,0,52,01/01/2015,0,,52,12000,0,Municipal and School Earned Income Tax Office,2790 West Fourth Street,,,Williamsport,PA,17701,,(570) 601-3980,,,,,www.wasd.org,Ginny Gardner,617 North Loyalsock Avenue,,,Montoursville,PA,17754,1519,(570) 368-2486,,,(570) 368-2486,ggardner@montoursvilleborough.org,http://www.montoursvilleborough.org,,,,,,,,,,,,,,,410505,LYCOMING TAX COLLECTION DISTRICT
2017,SUSQUEHANNA,580873,MONTROSE BORO,584503,MONTROSE AREA S D,1,01/01/2007,1,01/01/2007,0,,0,1,0,0,0,,0,,0,0,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580410,SUSQUEHANNA TAX COLLECTION DISTRICT
2017,ALLEGHENY,022135,MOON TWP,026343,MOON AREA S D,1,,0.5,,0.5,,0,1,0,0,47,01/01/2008,5,01/01/2008,52,12000,1000,Jordan Tax Service,102 Rahway Road,,,McMurray,PA,15317,,(412) 835-5243,,,(412) 835-5244,,www.jordantax.com,Keystone Municipal Collections,118 Wendel Rd,,,Irwin,PA,15642,,(724) 978-0300,,(866) 539-1100,(724) 978-0339,results@keystonecollects.com,http://www.keystonecollects.com,Keystone Municipal Collections,118 Wendel Rd,,,Irwin,PA,15642,,(724) 978-0300,,(866) 539-1100,(724) 978-0339,results@keystonecollects.com,http://www.keystonecollects.com,731102,ALLEGHENY SOUTHWEST TAX COLLECTION DISTRICT
2017,NORTHAMPTON,480605,MOORE TWP,484903,NORTHAMPTON AREA S D,1,01/01/2011,0.75,01/01/2016,0.7,07/01/2016,0,1.45,0,0,52,01/01/2006,0,,52,12000,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Northampton Area School District Tax Office,PO Box 29,,,Northampton,PA,18067,,(610) 261-1600,,,,,,,,,,,,,,,,,,,,480506,NORTHAMPTON TAX COLLECTION DISTRICT
2017,LACKAWANNA,350753,MOOSIC BORO,357003,RIVERSIDE S D,1,,0.5,,0.5,,0,1,0,0,47,01/01/2009,5,,52,12000,0,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,Berkheimer Tax Administrator,50 North Seventh Street,,,Bangor,PA,18013,,(610) 599-3139,,(866) 701-7206,(610) 588-5765,csberk@hab-inc.com,http://www.hab-inc.com,350801,LACKAWANNA TAX COLLECTION DISTRICT
2017,LYCOMING,410935,MORELAND TWP,412003,EAST LYCOMING S D,0,,0.5,,1.2,07/01/2016,0,1.7,0,0,0,,0,,0,0,0,Municipal and School Earned Income Tax Office,2790 West Fourth Street,,,Williamsport,PA,17701,,(570) 601-3980,,,,,www.wasd.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410105,LYCOMING TAX COLLECTION DISTRICT
2017,GREENE,300515,MORGAN TWP,303503,JEFFERSON-MORGAN S D,1,01/01/2012,0.5,,0.5,07/01/2006,0,1,0,0,47,01/01/2012,5,07/01/2006,52,12000,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,MARTHA JEAN REDMAN,243 SECOND STREET,P. O. BOX 136,,MATHER,PA,15346,,(724) 883-4152,,,,,,300304,GREENE TAX COLLECTION DISTRICT
2017,HUNTINGDON,310785,MORRIS TWP,312804,JUNIATA VALLEY S D,0.5,01/01/2012,0.5,,1.25,07/01/2016,0,1.75,0,0,40,01/01/2012,0,,40,12000,0,Capital Tax Collection Bureau,506 State Rd,,,Marysville,PA,17053,,(717) 957-7281,,,(717) 957-7295,captax@captax.com,www.captax.com,Capital Tax Collection Bureau,506 State Rd,,,Marysville,PA,17053,,(717) 957-7281,,,(717) 957-7295,captax@captax.com,www.captax.com,,,,,,,,,,,,,,,310204,HUNTINGDON TAX COLLECTION DISTRICT
2017,WASHINGTON,631235,MORRIS TWP,633903,MCGUFFEY S D,1,,0.5,,0.5,,0,1,0,0,52,01/01/2008,0,,52,12000,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,,,,,,,,,,,,,,,631007,WASHINGTON TAX COLLECTION DISTRICT
2017,TIOGA,590755,MORRIS TWP,597003,SOUTHERN TIOGA S D,1,,0.5,,1.2,07/01/2016,0,1.7,0,0,0,,0,,0,0,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590210,TIOGA TAX COLLECTION DISTRICT
2017,CLEARFIELD,171115,MORRIS TWP,179003,WEST BRANCH AREA S D,1,,0.5,05/06/1968,0.5,,0,1,0,0,47,01/01/2014,5,,52,12000,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Cinda Lou Hubler,600 OLD TURNPIKE ROAD,,,ALLPORT,PA,16821,,(814) 345-5205,,,,cindalou600@comcast.net,,Cinda Lou Hubler,600 Old Turnpike Road,,,Allport,PA,15642,,(814) 345-5205,,,,cindalou@pennswoods.net,,170804,CLEARFIELD TAX COLLECTION DISTRICT
2017,GREENE,300545,MORRIS TWP,308503,WEST GREENE S D,1,,0.5,,0.5,,0,1,0,0,52,01/01/2011,0,,52,12000,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,,,,,,,,,,,,,,,300507,GREENE TAX COLLECTION DISTRICT
2017,BUCKS,090723,MORRISVILLE BORO,097203,MORRISVILLE BORO S D,0,,0,,0,,0,0,0,0,0,,0,,0,0,0,Keystone Collections Group,546 Wendel Road,,,Irwin,PA,15642,,(724) 978-0300,,,(724) 978-0339,,www.keystonecollects.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090701,BUCKS TAX COLLECTION DISTRICT
